Capítulo 1. La chica de la barra
Capítulo 2. Nora y Louis
Capítulo 3. La barba
Capítulo 4. Los trabajos de Louis y Nora
Capítulo 5. El café Koh Tao
Capítulo 6. Una mesa para uno
Capítulo 7. La llegada del Destino
Capítulo 8. La presentación de Bianca
Capítulo 9. El retraso
Capítulo 10. Las llamadas
Capítulo 11. Una infección de chinches
Capítulo 12. ¿Qué hacer.
Capítulo 13. El plan
Capítulo 14. La preocupación de Bianca
Capítulo 15. Historias de amor
Capítulo 16. La caravana
Capítulo 17. Historia laborales
Capítulo 18. Las tiendas
Capítulo 19. El pacto
Capítulo 20. La partida
Capítulo 21. Alex y Nora charlan
Capítulo 22. Preguntas y respuestas
Capítulo 23. El trabajo de Nora
Capítulo 24. El ex de Nora
Capítulo 25. La caminata
Capítulo 26. El supermercado
Capítulo 27. Djiby
Capítulo 28. Las disculpas
Capítulo 29. El desayuno
Capítulo 30. Los viajes virtuales de Bianca
Capítulo 31. Los idiomas
Capítulo 32. La torre de Babel
Capítulo 33. El pequeño detalle
Capítulo 34. El plan arruinado de Alma
Capítulo 35. Yo te ayudaré
Capítulo 36. La ruta de peregrinación
Capítulo 37. Santiago
Capítulo 38. En el bar
Capítulo 39. Una comida abundante
Capítulo 40. El plan de Sandra
Capítulo 41. La excursión por Santiago
Capítulo 42. La Catedral de Santiago de Compostela
Capítulo 43. ¿A dónde vamos.
Capítulo 44. El Mercado de Abastos
Capítulo 45. Un pasado muy presente
Capítulo 46. La llamada
Capítulo 47. Huyendo de la tormenta
Capítulo 48. A contrarreloj
Capítulo 49. La inundación
Capítulo 50. El día siguiente
Capítulo 51. Alex y Sandra pueden hablar
Capítulo 52. El lavadero automático
Capítulo 53. En el lodo
Capítulo 54. El huevo frito
Capítulo 55. La familia de Bianca
Capítulo 56. La pasión de Louis
Capítulo 57. Limpiando entre cuatro
Capítulo 58. Los libros de Nora
Capítulo 59. Los vecinos
Capítulo 60. El dinero mojado… ¡desaparecido!
Capítulo 61. Trabajando en el bar
Capítulo 62. El extraño de la barra
Capítulo 63. Lo que le había sucedido a Bianca
Capítulo 64. El extraño generoso
Capítulo 65. Más dinero
Capítulo 66. ¿Mentir o no mentir.
Capítulo 67. No te metas con Euskadi
Capítulo 68. Mentir
Capítulo 69. El guiso de lentejas
Capítulo 70. José Luis Flores
Capítulo 71. La charla de Nora y Bianca
Capítulo 72. El correo de agradecimiento
Capítulo 73. El lenguaje inclusivo
Capítulo 74. El desayuno
Capítulo 75. Hacia el norte
Capítulo 76. La gasolinera
Capítulo 77. La llamada de los padres
Capítulo 78. La rabia de Bianca
Capítulo 79. Las tarjetas de crédito
Capítulo 80. ¿Qué voy a hacer.
Capítulo 81. La sugerencia de Alma
Capítulo 82. El único sitio disponible
Capítulo 83. El campamento Poo Party
Capítulo 84. Las huellas digitales
Capítulo 85. El lote 18-B
Capítulo 86. El campamento silencioso
Capítulo 87. El supermercado
Capítulo 88. Lo que Louis sabía
Capítulo 89. La fiesta comienza
Capítulo 90. La propuesta de Alma
Capítulo 91. La fiesta en la piscina
Capítulo 92. La idea de Nora
Capítulo 93. La playa de Poo
Capítulo 94. Agua dulce
Capítulo 95. La sorpresa en la mochila
Capítulo 96. La fiesta recién comienza
Capítulo 97. Una dura mañana
Capítulo 98. ¿Dónde está Louis.
Capítulo 99. La huida
Capítulo 100. Los autoestopistas
Capítulo 101. La gran coincidencia
Capítulo 102. La cachopada
Capítulo 103. Un campamento «especial»
Capítulo 104. La propuesta de Bruno
Capítulo 105. La preocupación de Nora
Capítulo 106. ¡A trabajar! 
Capítulo 107. La heladería
Capítulo 108. La confesión
Capítulo 109. La pelea con Bianca 
Capítulo 110. La llamada
Capítulo 111. El presupuesto 
Capítulo 112. La parada del autobús
Capítulo 113. En el bus
Capítulo 114. El atardecer
Capítulo 115. Planes de aniversario
Capítulo 116. La tarjeta de crédito
Capítulo 117. Solos en la caravana
Capítulo 118. La película de terror 
Capítulo 119. La tormenta
Capítulo 120. La llamada inesperada 
Capítulo 121. La mañana
Capítulo 122. La arena
Capítulo 123. El viaje a León
Capítulo 124. La charla 
Capítulo 125. Bufé libre
Capítulo 126. El brunch 
Capítulo 127. La historia de anoche
Capítulo 128. Cómo entraron
Capítulo 129. Paseando por León
Capítulo 130. El milagro
Capítulo 131. El campamento de León 
Capítulo 132. La tarjeta perdida
Capítulo 133. La mochila de Louis
Capítulo 134. ¡La tarjeta! 
Capítulo 135. El plan de Sandra y Louis
Capítulo 136. El pedido de Alma
Capítulo 137. Hacia el supermercado
Capítulo 138. El aguacate
Capítulo 139. Las cosas por su nombre
Capítulo 140. El regreso
"Capítulo 141. El parque, a oscuras"
Capítulo 142. La reja cerrada
Capítulo 143. La segunda reja
Capítulo 144. Saltar la reja
Capítulo 145. La cena tardía 
Capítulo 146. La charla en la tienda
Capítulo 147. El plan
Capítulo 148. Sandra se mete
Capítulo 149. Alma se mete
Capítulo 150. La idea de Bianca 
Capítulo 151. El nuevo artículo de Bianca
Capítulo 152. La sorpresa arruinada
Capítulo 153. Alma está enojada
Capítulo 154. La tarjeta… de nuevo 
Capítulo 155. La explicación
Capítulo 156. El plan de Alma y Louis
Capítulo 157. De paseo por León
Capítulo 158. La tienda de ropa
Capítulo 159. La sorpresa final
Capítulo 160. El zumo derramado
Capítulo 165. Él aparece 
Capítulo 163. El postre
Capítulo 161. El Corazón de León 
Capítulo 162. La azotea
Capítulo 164. La nota
Capítulo 166. La segunda proposición
Capítulo 167. La separación
Capítulo 168. ¡Salud! (SEASON FINALE)
